"id","place","weight_lbs","grower_name","city","state_prov","country","gpc_site","seed_mother","pollinator_father","ott","est_weight","pct_chart","variety","weight_kg","weight_class"
"2433-P",62,517.979776579887,"QNXFA","Chicago","Florida","Canada","Local Pumpkin Festival","1146 K","1365 Z",298,570,-5,"Peanut Pumpkin",234.951674470941,"Light"
"2876-P",74,525.219777638838,"QRIYO","New York","Florida","USA","Local Pumpkin Festival","1058 R","1839 Y",298,584,-11,"Peanut Pumpkin",238.235683710073,"Light"
"2971-P",23,517.554480544664,"MHTQE","Houston","New York","USA","Regional Pumpkin Festival","1697 J","1428 Z",279,474,14,"Tiger Stripe",234.758763434373,"Light"
"2418-P",54,523.915371043608,"NYSGR","Chicago","Florida","USA","Local Pumpkin Festival","1262 P","1173 P",283,520,-6,"Peanut Pumpkin",237.644014831099,"Light"
"2539-P",57,511.422308665141,"RAAWP","Nottingham","Florida","UK","Local Pumpkin Festival","1196 G","1377 F",2,0,-5,"One Too Many",231.977257058293,"Light"
"2434-P",79,513.19935657084,"FXEGY","Paris","California","UK","Local Pumpkin Festival","1941 E","1342 V",295,551,-6,"Red Warty Thing",232.783312429442,"Light"
"2658-P",11,504.608820423484,"CYJVF","Chicago","Texas","Canada","Local Pumpkin Festival","1526 K","1279 Y",282,509,5,"One Too Many",228.886710778792,"Light"
"2386-P",100,501.189454520121,"BZTWM","Chicago","New York","USA","Local Pumpkin Festival","1606 S","1161 E",2,2,5,"One Too Many",227.335712494789,"Light"
"2236-P",41,508.347934921272,"LPLVK","New York","California","UK","Local Pumpkin Festival","1220 R","1886 K",276,454,14,"Tiger Stripe",230.582744585546,"Light"
"2383-P",86,507.76569800172,"LINTG","Paris","California","UK","Local Pumpkin Festival","1295 J","1098 Z",273,476,9,"Tiger Stripe",230.318646361304,"Light"
"2848-P",17,499.69526918605,"JKJUL","Nottingham","California","UK","Local Pumpkin Festival","1082 C","1376 L",278,478,0,"One Too Many",226.657961427888,"Light"
"2946-P",48,498.308570024557,"EGOAB","Houston","Texas","USA","National Pumpkin Festival","1006 U","1904 V",279,498,3,"Tiger Stripe",226.02896526875,"Light"
"2834-P",52,504.817520923913,"YNOXB","New York","New York","Canada","National Pumpkin Festival","1335 G","1369 A",276,473,9,"Peanut Pumpkin",228.981375733402,"Light"
"2664-P",76,504.668383455835,"OGJXO","Paris","Texas","Canada","National Pumpkin Festival","1805 A","1149 N",272,432,18,"Tiger Stripe",228.913728115801,"Light"
"2081-P",82,488.796327890828,"LGYEE","New York","Texas","Canada","National Pumpkin Festival","1545 T","1042 H",273,485,0,"Peanut Pumpkin",221.714284815298,"Light"
"2159-P",17,504.664309266023,"IVETB","Nottingham","New York","UK","National Pumpkin Festival","1651 E","1685 T",285,510,-1,"Tiger Stripe",228.911880094388,"Light"
"2483-P",71,488.946774987504,"WXGRF","New York","Florida","USA","National Pumpkin Festival","1739 Q","1776 L",279,474,4,"Peanut Pumpkin",221.782526470439,"Light"
"2018-P",32,486.10611603912,"BBYVP","Los Angeles","California","USA","Regional Pumpkin Festival","1425 M","1122 U",280,467,10,"Peanut Pumpkin",220.494025245679,"Light"
"2054-P",60,481.333264238201,"CFFHP","New York","New York","USA","Local Pumpkin Festival","1566 M","1618 U",-4,4,-3,"Red Warty Thing",218.329096085642,"Light"
"2880-P",39,496.574854943901,"LOMJH","Chicago","Texas","USA","Regional Pumpkin Festival","1156 H","1966 R",267,448,8,"One Too Many",225.24256533641,"Light"
"2549-P",70,486.544815826043,"ZUDPZ","Nottingham","New York","USA","Local Pumpkin Festival","1070 U","1829 O",4,3,-4,"Red Warty Thing",220.693016121749,"Light"
"2989-P",46,484.882947880775,"XEIYT","Paris","Florida","UK","Regional Pumpkin Festival","1918 Z","1208 D",276,458,10,"One Too Many",219.939205501827,"Light"
"2187-P",20,478.451175778173,"SECVX","Chicago","California","UK","Local Pumpkin Festival","1777 X","1107 Z",268,455,8,"One Too Many",217.021802750508,"Light"
"2805-P",5,480.475845547393,"IDAWW","Nottingham","New York","USA","Regional Pumpkin Festival","1063 T","1444 Z",272,458,3,"Red Warty Thing",217.940177509596,"Light"
"2681-P",4,477.264104417525,"XDDZG","Chicago","Texas","Canada","National Pumpkin Festival","1403 B","1950 H",285,521,-13,"Peanut Pumpkin",216.483356238673,"Light"
"2234-P",29,482.732144603506,"ABCPL","New York","Texas","USA","National Pumpkin Festival","1568 Z","1846 H",268,409,13,"Peanut Pumpkin",218.963617545887,"Light"
"2726-P",79,481.761059135199,"PZHOI","Chicago","Florida","Canada","Local Pumpkin Festival","1518 X","1171 Q",288,510,-5,"One Too Many",218.523140586845,"Light"
"2965-P",88,477.737606858835,"HMVRQ","Chicago","California","Canada","National Pumpkin Festival","1438 I","1609 M",277,482,2,"Peanut Pumpkin",216.698133333227,"Light"
"2205-P",67,482.200073623285,"ZAEWT","Paris","Florida","USA","National Pumpkin Festival","1655 T","1431 A",278,506,-6,"One Too Many",218.72227420896,"Light"
"2024-P",43,483.301355444826,"VZBTG","Paris","New York","Canada","National Pumpkin Festival","1437 X","1637 G",284,497,-5,"Red Warty Thing",219.221807240431,"Light"
"2077-P",68,484.034160577692,"HURSB","Houston","California","USA","Regional Pumpkin Festival","1584 P","1650 B",5,-3,-2,"Tiger Stripe",219.554202057396,"Light"
"2867-P",56,473.782504659146,"JUWET","Paris","Florida","USA","Local Pumpkin Festival","1773 E","1675 U",290,529,-7,"Peanut Pumpkin",214.904129152878,"Light"
"2624-P",75,468.107369997539,"ZBWRJ","New York","New York","USA","Local Pumpkin Festival","1191 K","1013 G",275,456,7,"Tiger Stripe",212.32993137165,"Light"
"2801-P",48,475.554732693918,"VMUXA","Chicago","California","Canada","Regional Pumpkin Festival","1441 X","1730 K",277,500,-10,"Peanut Pumpkin",215.707998267351,"Light"
"2582-P",70,478.603012044914,"YHTZX","Los Angeles","New York","Canada","Local Pumpkin Festival","1282 L","1139 B",257,390,19,"Tiger Stripe",217.090674522591,"Light"
"2498-P",32,466.295702029392,"CWCPS","Paris","Florida","UK","National Pumpkin Festival","1457 S","1664 H",272,430,10,"Tiger Stripe",211.508172604326,"Light"
"2347-P",41,466.486760038882,"BHPZP","Chicago","Texas","Canada","Local Pumpkin Festival","1805 Q","1964 D",268,415,14,"Tiger Stripe",211.594835059658,"Light"
"2196-P",71,475.859428433701,"XIHAZ","Los Angeles","Texas","UK","Regional Pumpkin Festival","1126 I","1364 C",275,464,1,"Red Warty Thing",215.846205930088,"Light"
"2730-P",15,466.94501810614,"KIIXY","New York","California","Canada","Regional Pumpkin Festival","1381 B","1635 J",278,469,-4,"Tiger Stripe",211.802697422457,"Light"
"2348-P",74,468.972054935992,"NBQWT","Chicago","Texas","Canada","Regional Pumpkin Festival","1552 D","1896 U",280,464,-5,"Red Warty Thing",212.722145862187,"Light"
"2925-P",16,458.91410836298,"ATFQE","Paris","Florida","UK","Regional Pumpkin Festival","1682 P","1579 R",286,517,-9,"Red Warty Thing",208.159938038801,"Light"
"2013-P",94,464.303003108129,"APTUM","Paris","Florida","USA","National Pumpkin Festival","1707 R","1723 U",271,449,5,"One Too Many",210.604299577934,"Light"
"2174-P",92,463.939974496141,"MYBVU","Los Angeles","Florida","Canada","National Pumpkin Festival","1086 T","1980 V",280,496,-13,"Red Warty Thing",210.439632569444,"Light"
"2950-P",59,445.886436086148,"TJBAJ","Houston","Texas","UK","Regional Pumpkin Festival","1004 P","1573 C",2,-2,0,"Peanut Pumpkin",202.250685295169,"Light"
"2953-P",36,446.814108319208,"BTGXX","Houston","Texas","Canada","Local Pumpkin Festival","1114 U","1281 U",268,460,-6,"One Too Many",202.671470341946,"Light"
"2334-P",61,445.36272852011,"FSJOH","Chicago","New York","UK","Local Pumpkin Festival","1258 N","1151 T",285,497,-8,"Tiger Stripe",202.013135539103,"Light"
"2677-P",14,446.539807455614,"QXBEV","Chicago","New York","UK","Regional Pumpkin Festival","1304 U","1705 S",272,469,-6,"Peanut Pumpkin",202.547049563136,"Light"
"2508-P",29,446.994529629126,"EYRZN","Chicago","New York","UK","Local Pumpkin Festival","1308 K","1433 Z",268,405,11,"Red Warty Thing",202.753308071511,"Light"
"2100-P",48,448.105186577886,"ODDEX","Los Angeles","Texas","USA","National Pumpkin Festival","1497 R","1694 D",282,486,-8,"One Too Many",203.257093589156,"Light"
"2812-P",29,442.249500024505,"YYGAP","Houston","California","USA","Regional Pumpkin Festival","1170 P","1980 M",2,-4,2,"Tiger Stripe",200.60099884743,"Light"
"2652-P",88,436.733386499807,"QYXTA","Paris","California","UK","Regional Pumpkin Festival","1539 P","1735 U",279,467,-4,"Peanut Pumpkin",198.098931840574,"Light"
"2466-P",31,434.663092665374,"LEVWE","Houston","California","USA","National Pumpkin Festival","1669 U","1505 S",265,438,-1,"Peanut Pumpkin",197.159862353617,"Light"
"2546-P",61,441.231693325564,"CPQXF","Chicago","California","USA","National Pumpkin Festival","1715 F","1647 J",264,423,8,"Tiger Stripe",200.139329494656,"Light"
"2228-P",56,440.811829715036,"QLMCX","New York","New York","USA","National Pumpkin Festival","1175 Q","1353 E",267,427,1,"Peanut Pumpkin",199.94888256448,"Light"
"2156-P",96,426.710212195292,"XJYAZ","Nottingham","Texas","Canada","Regional Pumpkin Festival","1451 N","1917 H",3,0,-5,"Red Warty Thing",193.552496452865,"Light"
"2027-P",64,433.803858414292,"JNXGQ","Los Angeles","Texas","Canada","Regional Pumpkin Festival","1570 T","1805 W",4,-5,5,"Red Warty Thing",196.770120253283,"Light"
"2349-P",34,417.470949692652,"BIKBD","Los Angeles","California","UK","Regional Pumpkin Festival","1999 C","1953 D",264,429,-5,"One Too Many",189.361637477241,"Light"
"2719-P",29,423.694600977004,"IAGPV","New York","New York","UK","Local Pumpkin Festival","1958 D","1306 C",267,441,-7,"Red Warty Thing",192.184638213363,"Light"
"2735-P",33,427.729127640836,"STFQE","Chicago","New York","Canada","Regional Pumpkin Festival","1536 L","1591 A",267,438,-2,"Red Warty Thing",194.014668724639,"Light"
"2627-P",98,417.125556975603,"WFBAI","Chicago","New York","Canada","National Pumpkin Festival","1078 G","1764 X",318,730,-38,"One Too Many",189.204969976134,"Light"
"2618-P",9,419.456151667796,"SUDLZ","Paris","New York","USA","Local Pumpkin Festival","1019 B","1857 I",-1,5,5,"Tiger Stripe",190.262109946075,"Light"
"2964-P",67,417.114476162009,"FGABK","Paris","California","Canada","Local Pumpkin Festival","1045 S","1919 D",0,0,-3,"Tiger Stripe",189.199943803634,"Light"
"2261-P",71,426.817605316639,"NOHSD","Los Angeles","California","Canada","Local Pumpkin Festival","1083 R","1991 U",108,49,767,"Peanut Pumpkin",193.601209153299,"Light"
"2840-P",36,418.417121289112,"WMJRS","Houston","California","Canada","National Pumpkin Festival","1639 Z","1630 R",265,408,7,"One Too Many",189.790813694106,"Light"
"2352-P",9,404.423445647024,"UHPPA","Paris","Texas","Canada","Regional Pumpkin Festival","1975 Y","1215 T",257,379,8,"Red Warty Thing",183.4433891946,"Light"
"2198-P",47,418.04795974493,"NJPQQ","Nottingham","New York","USA","Regional Pumpkin Festival","1043 E","1569 L",4,-4,5,"One Too Many",189.623364834368,"Light"
"2426-P",94,418.438578560948,"YKGXZ","Los Angeles","Texas","UK","National Pumpkin Festival","1827 N","1389 B",101,39,832,"Tiger Stripe",189.800546548892,"Light"
"2691-P",39,407.94424716942,"OIYOU","New York","Texas","UK","Regional Pumpkin Festival","1919 M","1348 E",263,428,-8,"Red Warty Thing",185.040397901443,"Light"
"2762-P",47,405.590880785137,"FAGRY","Nottingham","California","Canada","Local Pumpkin Festival","1585 N","1976 F",263,428,-10,"Peanut Pumpkin",183.972928865718,"Light"
"2422-P",91,402.927668050863,"YMFIA","New York","California","USA","National Pumpkin Festival","1710 R","1502 Y",259,401,-4,"Tiger Stripe",182.764915889764,"Light"
"2121-P",78,399.391958046518,"WXBVU","Houston","California","USA","Regional Pumpkin Festival","1246 H","1032 B",1,-2,-1,"Tiger Stripe",181.161144809261,"Light"
"2579-P",36,409.013861494511,"ZEDYR","Paris","Texas","UK","Regional Pumpkin Festival","1102 T","1261 L",263,408,1,"Tiger Stripe",185.525566798147,"Light"
"2215-P",67,406.86136434786,"HPZNL","New York","New York","Canada","Regional Pumpkin Festival","1525 J","1086 F",259,374,4,"Tiger Stripe",184.549210515979,"Light"
"2588-P",58,403.090999254957,"LZCCD","Chicago","Florida","USA","National Pumpkin Festival","1230 X","1840 O",251,355,13,"One Too Many",182.839001677724,"Light"
"2178-P",18,393.237771502696,"UVEQQ","New York","Florida","USA","National Pumpkin Festival","1037 C","1100 A",273,438,-12,"Tiger Stripe",178.369652749426,"Light"
"2927-P",100,390.864212098531,"WUQYK","Houston","Florida","USA","Local Pumpkin Festival","1592 O","1439 V",268,418,-3,"Tiger Stripe",177.293024313956,"Light"
"2999-P",46,386.847421746701,"QRCLR","Nottingham","New York","Canada","National Pumpkin Festival","1462 D","1083 M",250,377,4,"Red Warty Thing",175.471038858476,"Light"
"2985-P",82,398.534334735945,"YKSEJ","New York","New York","USA","National Pumpkin Festival","1954 C","1110 Q",251,346,18,"Tiger Stripe",180.772133419251,"Light"
"2187-P",6,380.371005638503,"JWMFL","Los Angeles","New York","Canada","Regional Pumpkin Festival","1503 Z","1922 L",241,319,24,"Red Warty Thing",172.533385926852,"Light"
"2718-P",63,388.919962213375,"ISCVK","New York","New York","Canada","National Pumpkin Festival","1902 N","1535 P",1,-2,1,"One Too Many",176.411127400675,"Light"
"2093-P",7,391.953520974144,"HBUYE","Nottingham","New York","UK","Local Pumpkin Festival","1583 H","1071 U",116,54,668,"Tiger Stripe",177.787126508507,"Light"
"2259-P",86,391.321355168894,"CSBKG","Los Angeles","Florida","USA","National Pumpkin Festival","1977 L","1240 X",272,447,-14,"One Too Many",177.50038092267,"Light"
"2898-P",42,382.477701664157,"CVURA","New York","Florida","Canada","Local Pumpkin Festival","1413 P","1941 R",1,-3,4,"Peanut Pumpkin",173.488967169998,"Light"
"2760-P",84,382.333254370838,"BJQAI","Houston","New York","Canada","National Pumpkin Festival","1353 Q","1010 J",-2,-1,-3,"Tiger Stripe",173.423446979881,"Light"
"2820-P",18,386.03799092751,"GBZKS","Paris","Florida","UK","Regional Pumpkin Festival","1167 X","1160 X",2,-5,-4,"One Too Many",175.103887214848,"Light"
"2333-P",30,392.723273603991,"OBVDF","Houston","Florida","USA","Local Pumpkin Festival","1640 B","1923 M",259,391,0,"One Too Many",178.136280428193,"Light"
"2567-P",1,369.998616900295,"HYJFS","New York","California","USA","Regional Pumpkin Festival","1084 P","1213 N",255,388,1,"Tiger Stripe",167.828549536527,"Light"
"2556-P",79,379.9291770868,"MGTYR","Houston","New York","UK","Regional Pumpkin Festival","1208 E","1721 T",226,257,42,"Red Warty Thing",172.332975866951,"Light"
"2181-P",61,385.294129959308,"JZRAO","Paris","Florida","USA","Regional Pumpkin Festival","1230 Z","1398 L",242,327,18,"Tiger Stripe",174.76647755533,"Light"
"2847-P",78,371.76119249966,"CDABD","Houston","Florida","USA","Regional Pumpkin Festival","1963 R","1792 C",258,387,2,"One Too Many",168.628040379947,"Light"
"2522-P",86,371.852393751219,"OYKSC","Nottingham","New York","Canada","National Pumpkin Festival","1516 B","1578 I",255,395,0,"Tiger Stripe",168.669408571789,"Light"
"2559-P",45,375.391408694908,"KMZPA","New York","California","UK","Local Pumpkin Festival","1782 G","1704 V",2,3,0,"One Too Many",170.274678747562,"Light"
"2418-P",69,377.256333443336,"XUWDT","Los Angeles","Texas","UK","National Pumpkin Festival","1221 T","1736 C",265,405,-13,"Tiger Stripe",171.120594384073,"Light"
"2850-P",3,366.973051755689,"JZTDM","Chicago","New York","UK","Regional Pumpkin Festival","1039 Z","1183 B",261,397,-4,"Tiger Stripe",166.456176271996,"Light"
"2933-P",10,361.38229360804,"CZPCI","Paris","California","USA","Regional Pumpkin Festival","1270 O","1931 D",265,401,-4,"Red Warty Thing",163.920251033707,"Light"
"2610-P",65,373.899003400095,"PNHET","Houston","New York","Canada","Local Pumpkin Festival","1407 N","1992 N",248,336,8,"Tiger Stripe",169.597735092887,"Light"
"2572-P",31,371.954714246653,"YWYCA","Chicago","Florida","UK","Regional Pumpkin Festival","1675 T","1810 P",-5,-2,-4,"Tiger Stripe",168.715820367812,"Light"
"2666-P",62,365.557632735185,"BLXMA","New York","Texas","USA","Regional Pumpkin Festival","1551 K","1297 M",3,-3,4,"Red Warty Thing",165.814153003942,"Light"
"2805-P",72,367.962870865129,"LSEDF","Nottingham","Texas","USA","Local Pumpkin Festival","1776 W","1513 C",248,351,2,"Tiger Stripe",166.905150667718,"Light"
"2887-P",97,350.1861891523,"TDLOT","Nottingham","New York","Canada","Local Pumpkin Festival","1975 M","1179 U",249,362,-7,"One Too Many",158.84178347886,"Light"
"2451-P",20,366.351485576481,"JVABE","Nottingham","Texas","USA","Local Pumpkin Festival","1441 B","1905 T",250,347,9,"One Too Many",166.174238595657,"Light"
"2080-P",38,357.150338428095,"AVSUO","Paris","Florida","UK","National Pumpkin Festival","1556 Z","1816 P",-2,3,-1,"Tiger Stripe",162.000668453902,"Light"
"2595-P",73,361.000507284887,"LXRLT","Nottingham","Texas","Canada","Local Pumpkin Festival","1248 I","1098 F",243,333,4,"Tiger Stripe",163.747075670554,"Light"
"2569-P",72,360.373187120818,"RHLVE","Chicago","California","UK","Regional Pumpkin Festival","1069 O","1990 S",267,431,-22,"Peanut Pumpkin",163.462528030585,"Light"
"2335-P",11,357.159743438475,"GCAAA","Nottingham","Florida","Canada","National Pumpkin Festival","1096 O","1769 O",246,355,2,"Tiger Stripe",162.00493449485,"Light"
"2141-P",4,348.607003588229,"TXLMQ","New York","Florida","Canada","Regional Pumpkin Festival","1724 B","1575 T",244,341,2,"Red Warty Thing",158.125476956183,"Light"
"2514-P",15,346.384878107347,"KGUKN","Houston","Texas","USA","National Pumpkin Festival","1503 F","1991 S",-2,-3,-5,"Peanut Pumpkin",157.117537792872,"Light"
"2071-P",75,350.88067635335,"LWJYS","Paris","New York","USA","Regional Pumpkin Festival","1225 T","1016 N",252,338,-4,"One Too Many",159.156797574319,"Light"
"2383-P",87,342.916138541885,"TOFXP","New York","California","UK","National Pumpkin Festival","1811 B","1839 J",253,361,-11,"Peanut Pumpkin",155.544143992462,"Light"
"2496-P",66,332.485431768931,"TGIGM","New York","New York","Canada","National Pumpkin Festival","1847 O","1824 S",3,-5,0,"Peanut Pumpkin",150.812854986543,"Light"
"2839-P",80,332.219386328384,"LBLOI","Paris","Florida","UK","Local Pumpkin Festival","1558 O","1755 M",4,5,-2,"Red Warty Thing",150.692178804637,"Light"
"2739-P",22,325.714191340841,"KZCSX","Nottingham","Texas","USA","Regional Pumpkin Festival","1883 S","1248 N",-3,3,5,"One Too Many",147.741471992926,"Light"
"2329-P",51,324.390082031861,"XGFPO","New York","California","Canada","Local Pumpkin Festival","1156 L","1296 O",246,349,-1,"Peanut Pumpkin",147.140866113326,"Light"
"2558-P",49,331.25517960079,"BSBPM","Houston","Florida","USA","National Pumpkin Festival","1202 N","1252 T",253,347,-1,"One Too Many",150.254821989898,"Light"
"2828-P",94,336.366914374754,"SHQAK","New York","California","Canada","Regional Pumpkin Festival","1961 B","1992 U",236,311,10,"Tiger Stripe",152.573465880832,"Light"
"2046-P",36,336.598792790435,"JAVNH","Paris","Florida","USA","Regional Pumpkin Festival","1752 U","1565 A",1,-1,3,"Peanut Pumpkin",152.678644160952,"Light"
"2905-P",98,322.393559526652,"LWWAK","Nottingham","Texas","USA","National Pumpkin Festival","1082 H","1130 A",5,-3,4,"Tiger Stripe",146.23525873843,"Light"
"2417-P",63,322.527483100072,"URLWD","Chicago","California","UK","Local Pumpkin Festival","1969 Z","1959 U",246,354,-12,"Red Warty Thing",146.296005449496,"Light"
"2609-P",15,322.753598296829,"UKRES","New York","Texas","UK","Regional Pumpkin Festival","1351 W","1742 A",249,339,-7,"Tiger Stripe",146.398569577486,"Light"
"2562-P",52,324.235768339597,"CXQMT","Chicago","California","USA","National Pumpkin Festival","1733 F","1354 T",253,346,-3,"One Too Many",147.070870599929,"Light"
"2923-P",95,312.990347599611,"FXURC","Nottingham","California","Canada","Regional Pumpkin Festival","1401 D","1070 L",243,304,8,"Tiger Stripe",141.970033554831,"Light"
"2330-P",88,319.998588977754,"NFSBL","Paris","California","USA","National Pumpkin Festival","1580 C","1591 K",-1,0,-3,"One Too Many",145.148918371075,"Light"
"2483-P",84,319.617072993889,"CFZIK","Houston","New York","Canada","Regional Pumpkin Festival","1051 Q","1413 N",252,356,-9,"Peanut Pumpkin",144.975865631761,"Light"
"2129-P",85,309.371221210808,"IIXCT","Nottingham","California","Canada","Regional Pumpkin Festival","1657 F","1850 O",230,260,19,"Peanut Pumpkin",140.328425438804,"Light"
"2996-P",72,305.736660453863,"JBLMI","Houston","California","Canada","Local Pumpkin Festival","1023 X","1717 V",238,293,11,"Red Warty Thing",138.679816411153,"Light"
"2219-P",17,301.551921362057,"IBNAI","Houston","Texas","UK","Local Pumpkin Festival","1712 M","1361 R",-4,2,-3,"Red Warty Thing",136.781650688669,"Light"
"2498-P",68,305.973080837168,"ZZYSR","Los Angeles","New York","USA","National Pumpkin Festival","1907 A","1543 M",238,323,-6,"Red Warty Thing",138.787054893133,"Light"
"2549-P",8,307.652131601237,"FLOSQ","Houston","Texas","Canada","Local Pumpkin Festival","1443 T","1746 F",236,292,0,"One Too Many",139.548659508557,"Light"
"2961-P",31,307.863146691583,"TEHBL","Paris","New York","UK","Local Pumpkin Festival","1802 L","1471 Z",240,327,-4,"One Too Many",139.644374343493,"Light"
"2947-P",78,298.922170542181,"TCLDE","Chicago","Texas","UK","Regional Pumpkin Festival","1508 X","1316 R",-2,-5,5,"Peanut Pumpkin",135.588815781772,"Light"
"2671-P",94,304.200045400299,"JRLWS","Los Angeles","Florida","Canada","Regional Pumpkin Festival","1635 J","1489 S",227,274,8,"Red Warty Thing",137.982819547229,"Light"
"2170-P",34,293.706845734268,"VRBWY","Chicago","Florida","USA","Local Pumpkin Festival","1646 A","1428 F",239,310,1,"One Too Many",133.223184241831,"Light"
"2073-P",5,293.395480643027,"VJVLT","Nottingham","Florida","USA","Regional Pumpkin Festival","1229 L","1836 M",230,294,2,"Red Warty Thing",133.08195141216,"Light"
"2325-P",96,291.039989177883,"VXDTK","Houston","Florida","Canada","Local Pumpkin Festival","1153 X","1642 O",234,275,13,"Tiger Stripe",132.01351845597,"Light"
"2178-P",85,298.705835780501,"BPVZP","Nottingham","New York","UK","National Pumpkin Festival","1240 U","1001 V",232,283,10,"Peanut Pumpkin",135.490687984508,"Light"
"2149-P",95,286.57443622034,"BKUKU","Chicago","Texas","Canada","Regional Pumpkin Festival","1807 E","1187 O",244,325,-10,"Red Warty Thing",129.987977706598,"Light"
"2893-P",48,296.91333415173,"LMNZX","Houston","Florida","USA","National Pumpkin Festival","1603 X","1787 P",236,290,-2,"Red Warty Thing",134.677622922485,"Light"
"2411-P",52,281.934967869893,"TUCST","Paris","New York","Canada","Local Pumpkin Festival","1045 L","1177 O",219,237,20,"Tiger Stripe",127.883550261978,"Light"
"2421-P",14,283.781585196219,"YSTMR","Paris","California","Canada","Regional Pumpkin Festival","1325 K","1172 O",242,329,-15,"One Too Many",128.72116179151,"Light"
"2529-P",66,273.653812647052,"EYHRD","Paris","Texas","UK","Regional Pumpkin Festival","1490 N","1704 B",240,319,-9,"One Too Many",124.127281438112,"Light"
"2106-P",43,268.841001920216,"UZYWX","New York","Texas","USA","Local Pumpkin Festival","1279 T","1587 E",1,-3,1,"Peanut Pumpkin",121.944227214165,"Light"
"2316-P",75,275.994209378026,"KISWI","Los Angeles","Texas","Canada","Local Pumpkin Festival","1944 H","1865 U",221,254,10,"Tiger Stripe",125.188867538055,"Light"
"2636-P",99,279.509390967898,"TYOIA","Los Angeles","California","USA","Local Pumpkin Festival","1989 E","1663 K",224,238,11,"One Too Many",126.783327086385,"Light"
"2677-P",73,279.902791825309,"IFISR","Nottingham","New York","UK","National Pumpkin Festival","1350 O","1182 V",0,1,-1,"Peanut Pumpkin",126.961770713659,"Light"
"2176-P",90,272.766777275316,"EJGHR","Los Angeles","Florida","USA","National Pumpkin Festival","1589 E","1082 E",211,214,28,"One Too Many",123.724928961573,"Light"
"2253-P",71,257.326651426032,"JBGTZ","Nottingham","Florida","UK","Regional Pumpkin Festival","1955 N","1221 F",226,265,2,"Red Warty Thing",116.721405684498,"Light"
"2078-P",16,268.361900212988,"SVFIT","New York","Texas","USA","Local Pumpkin Festival","1126 C","1270 P",-4,0,-5,"Red Warty Thing",121.726910335313,"Light"
"2563-P",88,274.334675399959,"GLWFJ","Los Angeles","California","UK","National Pumpkin Festival","1291 P","1484 L",191,164,64,"Red Warty Thing",124.436115587848,"Light"
"2029-P",29,255.209895837121,"WPBRN","Houston","California","USA","National Pumpkin Festival","1812 B","1348 M",3,-3,5,"One Too Many",115.761261500213,"Light"
"2582-P",3,266.117155714892,"VIAKR","Chicago","California","Canada","Local Pumpkin Festival","1832 H","1946 N",215,225,18,"Tiger Stripe",120.708711358377,"Light"
"2202-P",76,245.941732183099,"LGGJT","Los Angeles","California","USA","National Pumpkin Festival","1887 V","1605 Y",214,219,20,"One Too Many",111.557293182837,"Light"
"2787-P",28,245.096521480009,"OKZUL","New York","New York","USA","Regional Pumpkin Festival","1841 N","1695 R",-5,1,-5,"Tiger Stripe",111.173912056873,"Light"
"2795-P",49,249.960770098306,"XTBEG","Paris","California","UK","Local Pumpkin Festival","1878 U","1460 H",222,261,1,"Red Warty Thing",113.380298115916,"Light"
"2605-P",88,249.394260374084,"GRSLO","Houston","California","USA","National Pumpkin Festival","1378 D","1151 B",217,226,8,"Peanut Pumpkin",113.123333627478,"Light"
"2531-P",53,251.337936688215,"VATZT","Chicago","California","USA","Regional Pumpkin Festival","1749 Q","1656 I",210,202,17,"One Too Many",114.004970373317,"Light"
"2682-P",59,235.464660828747,"FDXOI","Los Angeles","California","Canada","Regional Pumpkin Festival","1000 H","1285 E",0,-2,-5,"Peanut Pumpkin",106.804973556557,"Light"
"2581-P",94,242.561655057594,"KHINH","Paris","California","Canada","Regional Pumpkin Festival","1139 K","1711 M",0,-3,4,"Tiger Stripe",110.024115988697,"Light"
"2448-P",65,243.542519357987,"MZHUM","Los Angeles","Florida","USA","Local Pumpkin Festival","1832 G","1306 S",214,234,-3,"Red Warty Thing",110.46902855136,"Light"
"2161-P",63,230.556266548112,"OLHDM","Houston","California","USA","Regional Pumpkin Festival","1668 T","1824 S",215,220,7,"Red Warty Thing",104.57856336191,"Light"
"2096-P",44,231.792487679981,"NLZPM","Houston","Texas","UK","Regional Pumpkin Festival","1978 O","1746 O",217,232,3,"One Too Many",105.139303834958,"Light"
"2668-P",100,239.037530599162,"AKGJZ","Paris","California","Canada","Local Pumpkin Festival","1123 R","1116 A",-3,-2,-2,"Tiger Stripe",108.425600023421,"Light"
"2404-P",35,234.855614416488,"MCUYA","New York","Florida","USA","National Pumpkin Festival","1768 Z","1085 V",188,155,46,"Red Warty Thing",106.528714750981,"Light"
"2146-P",63,227.472665097564,"IOCRA","Paris","New York","Canada","Local Pumpkin Festival","1888 U","1387 G",203,210,16,"One Too Many",103.179865271821,"Light"
"2329-P",97,224.330973166414,"TLEYT","Nottingham","New York","USA","National Pumpkin Festival","1821 K","1244 V",221,243,-8,"One Too Many",101.75481778296,"Light"
"2014-P",65,229.214927161857,"YYWJF","New York","California","Canada","Local Pumpkin Festival","1246 R","1244 I",223,247,-15,"Tiger Stripe",103.970142050724,"Light"
"2064-P",61,225.098662065342,"RQMER","Nottingham","New York","Canada","National Pumpkin Festival","1043 T","1262 T",210,228,1,"Peanut Pumpkin",102.103035610048,"Light"
